iter	Logloss
146	0.3826042076
147	0.3825175151
148	0.3824958714
149	0.3824455514
150	0.3823326152
151	0.3822769272
152	0.3822187292
153	0.382182754
154	0.3821085913
155	0.3820488585
156	0.3819702597
157	0.3819039038
158	0.3818440531
159	0.381804939
160	0.3817677123
161	0.3816686714
162	0.38162639
163	0.3815720618
164	0.3815159363
165	0.381462998
166	0.3814059469
167	0.381361718
168	0.3812840509
169	0.3812490814
170	0.3812369615
171	0.3812036042
172	0.3811612095
173	0.3811186941
174	0.3810920985
175	0.3810011428
176	0.3809556717
177	0.3809169787
178	0.3809099322
179	0.3808590072
180	0.3808060042
181	0.3807893083
182	0.3806461734
183	0.3805984675
184	0.3805766681
185	0.3805112117
186	0.3804794299
187	0.3804790628
188	0.3804528971
189	0.3803935966
190	0.3803578164
191	0.3803167672
192	0.3803064992
193	0.3802692747
194	0.3802264883
195	0.3802119654
196	0.3801287971
197	0.3800277021
198	0.3800067881
199	0.3799257109
200	0.3798947521
201	0.379840932
202	0.3798303301
203	0.3798008336
204	0.3797262789
205	0.3796919652
206	0.3796008151
207	0.3795599176
208	0.3795156934
209	0.3795011231
210	0.3794734459
211	0.3794663456
212	0.3794201338
213	0.3793895525
214	0.3793442945
215	0.3793032175
216	0.3792874063
217	0.379225224
218	0.3792116164
219	0.3792116164
220	0.379174663
221	0.3791464353
222	0.3790983373
223	0.3790764932
224	0.3790720672
225	0.3790459399
226	0.3790097305
227	0.3789936365
228	0.378981969
229	0.3789495009
230	0.3788837498
231	0.3788554473
232	0.3787899425
233	0.3787236499
234	0.3786847882
235	0.3786529081
236	0.3786341821
237	0.3786166165
238	0.3786159701
239	0.3785715297
240	0.3785565249
241	0.378491123
242	0.3784470443
243	0.3783974607
244	0.3783815474
245	0.3783629905
246	0.3783087958
247	0.3783087894
248	0.3782583467
249	0.3781942462
250	0.3781829979
251	0.3781582711
252	0.3781109486
253	0.3780605558
254	0.3780382704
255	0.378036994
256	0.3779792198
257	0.3779782086
258	0.3779764715
259	0.3779115645
260	0.377907928
261	0.3778801378
262	0.3778511959
263	0.3778297336
264	0.3777885656
265	0.3777722272
266	0.3777548543
267	0.3776579533
268	0.3775954042
269	0.3775296823
270	0.3774839215
271	0.3774280889
272	0.3774054852
273	0.3773760381
274	0.3773452101
275	0.377330345
276	0.3773044256
277	0.3772896089
278	0.3772261165
279	0.3772261111
280	0.3771946585
281	0.3771913882
282	0.3771788167
283	0.3771370758
284	0.377108479
285	0.3770941686
286	0.3770527116
287	0.3770263885
288	0.3770099622
289	0.3769551904
290	0.3769252606
291	0.3769229278
292	0.3769005707
293	0.3768856766
294	0.3768724011
295	0.3768419523
296	0.3768410781
297	0.3768154548
298	0.3767841338
299	0.3767562719
300	0.3767207385
301	0.3766941877
302	0.376685567
303	0.3766549135
304	0.3766267159
305	0.3766248979
306	0.376624508
307	0.3765849758
308	0.3765316331
309	0.3764738189
310	0.3764577652
311	0.3764236464
312	0.3764141849
313	0.3764027736
314	0.3763821471
315	0.3763644143
316	0.3763634566
317	0.3763245727
318	0.3762986763
319	0.3762819372
320	0.3762661196
321	0.3762438534
322	0.3762344091
323	0.376228527
324	0.3762229144
325	0.3762128769
326	0.3761892646
327	0.3761373823
328	0.376088206
329	0.3760321595
330	0.3760306685
331	0.3760130452
332	0.3759816239
333	0.3759807235
334	0.3759807235
335	0.3759691463
336	0.3759623924
337	0.3759043567
338	0.375904353
339	0.3759032919
340	0.3758656068
341	0.37586524
342	0.3758648277
343	0.3757532048
344	0.3757460403
345	0.3756821524
346	0.3756808653
347	0.3756496865
348	0.3755944613
349	0.3755822809
350	0.3755326175
351	0.3755085923
352	0.3755085883
353	0.3754773995
354	0.3754358937
355	0.3754111268
356	0.3753929361
357	0.3753908235
358	0.37539047
359	0.3753901361
360	0.3753898207
361	0.375285659
362	0.3752721167
363	0.3752270517
364	0.3752003743
365	0.3751811827
366	0.3751806267
367	0.3751773488
368	0.3751762919
369	0.3751759154
370	0.3751598287
371	0.375082668
372	0.3750134918
373	0.3749634794
374	0.3749585226
375	0.3749217722
376	0.3749160619
377	0.3748988915
378	0.374891726
379	0.3748387752
380	0.3748193275
381	0.3747892792
382	0.3747323612
383	0.374668593
384	0.3746201501
385	0.3746041458
386	0.3745931317
387	0.3745466666
388	0.3745280238
389	0.3745277336
390	0.374477338
391	0.3744257815
392	0.3743903093
393	0.3743489723
394	0.3743367255
395	0.3743092291
396	0.3742918486
397	0.3742904953
398	0.374262565
399	0.3742600994
400	0.3742338224
401	0.3742090923
402	0.3741967482
403	0.374152706
404	0.3741301019
405	0.3740838992
406	0.3740316539
407	0.3740059195
408	0.3739621124
409	0.3739538916
410	0.3738933851
411	0.3738452107
412	0.3738353215
413	0.3737911974
414	0.3737774683
415	0.3737768853
416	0.3737221562
417	0.3737208736
418	0.3737165279
419	0.3737063337
420	0.3736868677
421	0.3736224649
422	0.3736205642
423	0.3735859329
424	0.3735356182
425	0.3735204664
426	0.3734877862
427	0.3734066636
428	0.3733357099
429	0.3733331112
430	0.3732678944
431	0.3732562796
432	0.3732431769
433	0.3732410202
434	0.3732256432
435	0.3731619011
436	0.3731503679
437	0.3731461277
438	0.3731436592
439	0.3731342805
440	0.3731237698
441	0.3730828976
442	0.3730691143
443	0.3730640381
444	0.3730192243
445	0.3729728511
446	0.3729676492
447	0.3729659472
448	0.3729380193
449	0.3729089859
450	0.3729077756
451	0.3728979739
452	0.3728855258
453	0.3728772809
454	0.3728166519
455	0.3728035878
456	0.3727940135
457	0.3727524648
458	0.372722192
459	0.372696583
460	0.3726732337
461	0.3726667128
462	0.3726305706
463	0.3726160631
464	0.37259831
465	0.3725903154
466	0.372582756
467	0.372537241
468	0.3725080689
469	0.3724841628
470	0.3724370631
471	0.3724269528
472	0.3724204446
473	0.3723638761
474	0.3723525739
475	0.3723135064
476	0.3723024986
477	0.3722907687
478	0.3722754107
479	0.3722394845
480	0.3722283195
481	0.3722177921
482	0.3721928848
483	0.3721790558
484	0.372103166
485	0.3720668868
486	0.3720623017
487	0.3720452249
488	0.3720368448
489	0.3719849796
490	0.3719584178
491	0.3719209035
492	0.3719199609
493	0.3719067697
494	0.3718881492
495	0.3718557168
496	0.3718009347
497	0.371790122
498	0.3717348015
499	0.3717233589
500	0.3717050473
501	0.3716932721
502	0.3716829747
503	0.3716547047
504	0.371599863
505	0.3715954441
506	0.371580481
507	0.3715712751
508	0.3715542587
509	0.3715440879
510	0.3715397287
511	0.371499869
512	0.3714958486
513	0.3714933175
514	0.3714408621
515	0.3714292532
516	0.3714157675
517	0.3714077246
518	0.3714054809
519	0.3713890737
520	0.3713809082
521	0.3713117274
522	0.3712959363
523	0.3712309031
524	0.3712176317
525	0.3712087722
526	0.3711743709
527	0.3711685167
528	0.371107583
529	0.3710656773
530	0.3710144335
531	0.3709741914
532	0.3709630008
533	0.3709528354
534	0.3709343841
535	0.3708917359
536	0.3708856201
537	0.3708850361
538	0.3708643037
539	0.3708520044
540	0.3708415949
541	0.370821276
542	0.3708045133
543	0.3707823946
544	0.370760935
545	0.3707490652
546	0.3707450433
547	0.3707297878
548	0.370722865
549	0.3707114557
550	0.3707053645
551	0.3706465567
552	0.3706399395
553	0.3705917178
554	0.370565831
555	0.3705214825
556	0.370509006
557	0.3704603429
558	0.3704224373
559	0.3703791517
560	0.3703664552
561	0.3703504867
562	0.3703441933
563	0.3703345348
564	0.3703083397
565	0.3702941549
566	0.3702893991
567	0.3702539336
568	0.370235739
569	0.3702233059
570	0.3702058154
571	0.3702030812
572	0.3701638661
573	0.3701467505
574	0.3701384733
575	0.3701205673
576	0.3700789792
577	0.3700380119
578	0.3700262321
579	0.3700198081
580	0.3700038396
581	0.3699730834
582	0.3699566552
583	0.3699546203
584	0.3699392568
585	0.3699375392
586	0.3699291642
587	0.3699155243
588	0.3699051554
589	0.3698670906
590	0.3698475459
591	0.3698249251
592	0.3698204298
593	0.3697768831
594	0.3697643501
595	0.3697408271
596	0.3697310359
597	0.369684028
598	0.3696742617
599	0.3696656216
600	0.3696564775
601	0.3696557336
602	0.3696371712
603	0.3696196696
604	0.3696110699
605	0.3695943328
606	0.3695563145
607	0.3695461433
608	0.3695067311
609	0.3694892826
610	0.3694794589
611	0.3694772405
612	0.3694695734
613	0.369459176
614	0.3694545588
615	0.3694502442
616	0.3694426266
617	0.3694072116
618	0.3693951576
619	0.3693620406
620	0.3693511727
621	0.3693423082
622	0.3693367895
623	0.3693317432
624	0.3693307728
625	0.3693171341
626	0.3692989512
627	0.3692847042
628	0.369279776
629	0.3692422631
630	0.3692087746
631	0.3691806028
632	0.3691763843
633	0.3691652989
634	0.369141178
635	0.3691360546
636	0.3691222547
637	0.369076386
638	0.369066988
639	0.3690651045
640	0.3690604229
641	0.3690398477
642	0.3690263252
643	0.368999352
644	0.3689931771
645	0.3689377398
646	0.3689250832
647	0.36891851
648	0.3688663905
649	0.3688345005
650	0.3688110797
651	0.3688105949
652	0.368806038
653	0.3687993213
654	0.3687879203
655	0.3687606768
656	0.3687514613
657	0.3687289958
658	0.368723668
659	0.3687150362
660	0.3686826028
661	0.3686714195
662	0.3686432257
663	0.3686155812
664	0.3685913157
665	0.3685454945
666	0.3685236552
667	0.3685147902
668	0.368509252
669	0.3685012644
670	0.3684929005
671	0.3684790299
672	0.3684719586
673	0.3684388759
674	0.3684260276
675	0.3683932221
676	0.3683558111
677	0.3683502309
678	0.3683494926
679	0.3683421042
680	0.3682930603
681	0.3682590637
682	0.3682225929
683	0.3681899659
684	0.3681451017
685	0.3681374663
686	0.3681241755
687	0.3681181339
688	0.3681142766
689	0.3681128577
690	0.3680957659
691	0.368094372
692	0.3680928185
693	0.3680811932
694	0.368058982
695	0.3680491639
696	0.3680445932
697	0.3680379751
698	0.3680004515
699	0.3679571996
700	0.3679356037
701	0.3679307377
702	0.3679250061
703	0.3679245113
704	0.367873294
705	0.3678614264
706	0.367848125
707	0.3678327358
708	0.3678039226
709	0.3677962219
710	0.367790584
711	0.3677498225
712	0.3677375014
713	0.3677335231
714	0.3677110636
715	0.3677083523
716	0.3676694488
717	0.367655694
718	0.3676460524
719	0.3676376532
720	0.3676049264
721	0.3675778962
722	0.3675492466
723	0.3675286907
724	0.3674967611
725	0.3674825343
726	0.3674519836
727	0.3674213719
728	0.3674093243
729	0.3674002341
730	0.3673728796
731	0.3673712082
732	0.3673544108
733	0.3673404243
734	0.367334554
735	0.3673158085
736	0.3673077446
737	0.3672933417
738	0.3672681645
739	0.3672456185
740	0.3672350076
741	0.3672305529
742	0.3672266036
743	0.3672190564
744	0.3672119544
745	0.3672075442
746	0.367199378
747	0.3671651783
748	0.3671508297
749	0.3671332498
750	0.3671109967
751	0.367081921
752	0.3670558318
753	0.3670302636
754	0.3669982382
755	0.3669634259
756	0.3669593063
757	0.3669333224
758	0.3669165183
759	0.3669048413
760	0.366863632
761	0.3668411756
762	0.3668361273
763	0.3668170563
764	0.3667890855
765	0.3667703497
766	0.366749248
767	0.3667381135
768	0.3667119885
769	0.3667065132
770	0.3666847968
771	0.3666744468
772	0.3666565349
773	0.3666486215
774	0.3666367327
775	0.3666211559
776	0.3666154443
777	0.3666095314
778	0.3666071212
779	0.366597523
780	0.3665951393
781	0.3665748877
782	0.3665739284
783	0.366563439
784	0.366550484
785	0.3665459322
786	0.3665116911
787	0.3665035686
788	0.3664859078
789	0.3664743309
790	0.3664657731
791	0.3664428136
792	0.3664328379
793	0.3664150428
794	0.3664139986
795	0.3663999248
796	0.3663761475
797	0.3663646255
798	0.3663357745
799	0.3663281705
800	0.3663114694
801	0.3662908041
802	0.3662832721
803	0.3662763295
804	0.3662517785
805	0.366238542
806	0.3662210949
807	0.3661847842
808	0.3661521868
809	0.3661323463
810	0.366101175
811	0.36609733
812	0.3660929376
813	0.3660765338
814	0.366066429
815	0.3660464774
816	0.3660366443
817	0.3660298124
818	0.3660161012
819	0.3659966397
820	0.3659618703
821	0.3659417933
822	0.3659297501
823	0.3659066896
824	0.3658720172
825	0.3658609751
826	0.3658545107
827	0.365828285
828	0.3658189112
829	0.3658095255
830	0.3657960787
831	0.3657798177
832	0.3657740168
833	0.3657460078
834	0.365741552
835	0.365733845
836	0.3657144795
837	0.3656925459
838	0.3656915424
839	0.3656714661
840	0.365662686
841	0.3656577586
842	0.3656208703
843	0.3656178586
844	0.365588636
845	0.3655712996
846	0.3655505868
847	0.3655235523
848	0.3655145451
849	0.365490908
850	0.3654803518
851	0.3654740161
852	0.365449904
853	0.3654438185
854	0.3654335101
855	0.365409859
856	0.3653900308
857	0.36538009
858	0.3653682418
859	0.3653609194
860	0.365340216
861	0.3653206597
862	0.3652975585
863	0.3652700465
864	0.365250238
865	0.3652328944
866	0.3652288199
867	0.3651929234
868	0.3651764931
869	0.3651706985
870	0.3651650101
871	0.3651635113
872	0.3651533468
873	0.3651385874
874	0.3651253332
875	0.3651161719
876	0.3651059127
877	0.3650854903
878	0.3650729571
879	0.3650643758
880	0.3650588196
881	0.3650318703
882	0.3650272588
883	0.3650147978
884	0.3650070549
885	0.3649922924
886	0.36496565
887	0.3649519275
888	0.3649431949
889	0.3649410036
890	0.3649354352
891	0.3648927023
892	0.3648509946
893	0.3648124436
894	0.3647966031
895	0.364760389
896	0.3647432307
897	0.3647224884
898	0.3647120983
899	0.364710358
900	0.3647011249
901	0.364676418
902	0.3646552432
903	0.3646454575
904	0.364632905
905	0.3646284971
906	0.3646269061
907	0.3646101724
908	0.3645826148
909	0.3645485433
910	0.3645437731
911	0.3645411014
912	0.3645251393
913	0.3645015699
914	0.3644817031
915	0.3644611665
916	0.3644565629
917	0.3644378848
918	0.3644249376
919	0.3643815728
920	0.3643655871
921	0.3643405585
922	0.3643369893
923	0.3643285161
924	0.364323442
